user_id,age_phone,gender_phone,location,phone_brand,os_phone,screen_time_hours,data_usage_gb_month_phone,calls_duration_mins,apps_installed_phone,social_media_hours,ecom_spend_inr,streaming_hours,gaming_hours,recharge_inr,primary_use,device_model,os_behavior,app_usage_mins,screen_on_hours,battery_drain_mah,apps_installed_behavior,data_usage_mb_day,age_behavior,gender_behavior,behavior_class,data_usage_gb_month_behavior,cred,amazon,flipkart,meesho,jar,paytm,upi_txn,upi_amt,ecom_orders,ecom_amt,avg_order_value,short_video_hours,ott_hours,loan_apps,emi_count,digital_gold_sip,prime_sub,fintech_score,ecommerce_score,payments_score,entertainment_score,premium_flag
U00030,45.0,Female,Hyderabad,Realme,Android,6.3,34.5,244.3,125.0,5.0,1647.0,5.9,0.2,1541.0,Entertainment,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0
U00031,39.0,Female,Jaipur,Motorola,Android,4.0,9.4,194.2,32.0,1.5,8314.0,6.7,3.5,447.0,Entertainment,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.5,0
U00032,40.0,Female,Lucknow,OnePlus,Android,8.4,25.7,262.8,174.0,1.3,3010.0,4.9,3.0,419.0,Education,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0
U00033,28.0,Female,Chennai,Xiaomi,Android,5.3,16.8,264.9,84.0,1.3,9222.0,7.2,3.0,1699.0,Social Media,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0
U00034,23.0,Female,Chennai,Motorola,Android,11.4,48.4,216.8,98.0,3.2,5026.0,2.7,4.9,1079.0,Gaming,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.9,0
U00035,57.0,Male,Delhi,Vivo,Android,4.1,31.2,61.5,149.0,5.1,386.0,3.9,1.0,1935.0,Social Media,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
U00036,23.0,Female,Ahmedabad,Vivo,Android,10.7,29.0,9.0,175.0,2.9,633.0,6.4,0.0,1345.0,Social Media,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
U00037,56.0,Other,Kolkata,Nokia,Android,9.4,42.1,246.7,113.0,4.9,498.0,0.9,4.3,982.0,Work,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.3,0
U00038,20.0,Other,Chennai,Samsung,Android,11.9,45.5,195.8,150.0,4.1,479.0,5.6,1.7,169.0,Education,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.7,0
U00039,22.0,Other,Kolkata,Google Pixel,Android,1.6,34.1,6.0,153.0,5.8,5175.0,5.7,2.2,805.0,Work,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.2,0
U00040,19.0,Male,Kolkata,Apple,iOS,5.5,2.9,212.5,129.0,5.6,8514.0,7.9,0.8,647.0,Education,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0
U00041,49.0,Other,Lucknow,Samsung,Android,5.2,43.4,151.8,114.0,5.6,3826.0,6.8,3.1,1192.0,Social Media,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.1,0
U00042,54.0,Male,Ahmedabad,Vivo,Android,2.2,22.0,30.8,156.0,1.8,8307.0,1.1,3.0,1788.0,Social Media,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0
U00043,40.0,Male,Bangalore,Vivo,Android,2.5,10.6,219.1,113.0,1.8,238.0,0.9,2.2,1924.0,Work,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.2,0
U00044,52.0,Female,Kolkata,Xiaomi,Android,4.4,33.8,189.3,44.0,3.8,1869.0,3.6,2.4,1382.0,Social Media,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.4,0
U00045,42.0,Other,Mumbai,Google Pixel,Android,4.2,3.4,171.6,108.0,3.3,5178.0,1.3,4.8,322.0,Education,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.8,0
U00046,23.0,Other,Hyderabad,Samsung,Android,4.3,26.4,210.5,53.0,5.3,1250.0,7.5,0.6,314.0,Entertainment,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6,0
U00047,51.0,Other,Mumbai,Samsung,Android,10.7,17.6,293.4,65.0,5.2,3313.0,1.8,1.3,1319.0,Education,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.3,0
U00048,19.0,Male,Bangalore,Realme,Android,3.1,24.8,82.1,75.0,3.9,1396.0,2.0,1.6,1245.0,Social Media,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.6,0
U00049,52.0,Other,Delhi,Xiaomi,Android,1.5,41.0,95.5,140.0,5.5,8029.0,5.0,0.1,802.0,Social Media,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0
U00050,17.0,Other,Lucknow,Apple,iOS,4.7,30.4,157.7,187.0,2.6,9189.0,4.3,4.9,801.0,Entertainment,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.9,0
U00051,31.0,Female,Ahmedabad,Nokia,Android,10.4,41.1,32.5,171.0,3.5,7702.0,7.1,0.8,1833.0,Education,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0
U00052,49.0,Other,Jaipur,OnePlus,Android,8.6,46.0,181.8,154.0,1.6,4264.0,7.5,0.4,1142.0,Social Media,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0
U00053,21.0,Male,Delhi,Motorola,Android,9.4,15.4,10.6,34.0,2.5,3130.0,2.5,4.8,1882.0,Education,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.8,0
U00054,51.0,Male,Lucknow,OnePlus,Android,5.4,15.8,115.7,115.0,3.2,2929.0,3.0,2.7,1772.0,Social Media,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.7,0
U00055,32.0,Other,Mumbai,Vivo,Android,5.8,27.5,30.0,193.0,4.0,948.0,5.6,4.6,122.0,Social Media,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.6,0
U00056,43.0,Other,Bangalore,Xiaomi,Android,8.6,14.4,275.5,27.0,4.7,9544.0,3.6,3.4,1395.0,Work,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.4,0
U00057,25.0,Male,Bangalore,OnePlus,Android,5.6,38.0,296.5,40.0,1.5,799.0,1.0,2.4,1831.0,Work,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.4,0
U00058,16.0,Female,Pune,Nokia,Android,9.0,7.1,142.9,164.0,4.9,6088.0,2.1,1.9,686.0,Work,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.9,0
U00059,49.0,Male,Pune,Motorola,Android,3.4,17.0,235.4,52.0,2.8,7018.0,7.3,4.7,2000.0,Education,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.7,0
U00060,35.0,Male,Hyderabad,Xiaomi,Android,3.0,8.3,253.1,18.0,2.5,9494.0,3.1,4.6,479.0,Gaming,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.6,0
U00061,49.0,Male,Pune,Apple,iOS,4.5,1.9,54.5,197.0,4.3,3575.0,6.7,0.0,679.0,Entertainment,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
U00062,34.0,Female,Kolkata,Apple,iOS,3.5,20.6,134.0,73.0,5.6,2918.0,3.0,1.0,329.0,Entertainment,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
U00063,38.0,Other,Jaipur,Oppo,Android,1.3,9.0,119.7,36.0,2.0,5666.0,4.0,4.1,1605.0,Education,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.1,0
U00064,38.0,Female,Ahmedabad,OnePlus,Android,3.2,13.2,206.3,31.0,3.2,3342.0,4.2,0.3,1005.0,Work,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0
U00065,41.0,Female,Delhi,Realme,Android,2.5,9.3,111.0,69.0,0.6,2918.0,6.5,1.9,1699.0,Education,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.9,0
U00066,41.0,Female,Bangalore,Samsung,Android,8.3,19.4,194.5,25.0,5.8,9918.0,5.3,3.5,782.0,Education,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.5,0
U00067,30.0,Female,Ahmedabad,Samsung,Android,1.7,10.4,74.0,64.0,2.5,468.0,4.9,4.1,1361.0,Work,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.1,0
U00068,43.0,Male,Kolkata,Google Pixel,Android,3.0,24.3,151.7,143.0,1.1,4443.0,6.3,0.3,546.0,Education,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0
U00069,40.0,Female,Kolkata,Samsung,Android,4.2,28.1,8.9,62.0,4.1,8932.0,7.3,0.8,209.0,Social Media,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0
U00070,18.0,Male,Delhi,Oppo,Android,5.3,10.4,257.0,116.0,2.3,4368.0,7.6,4.2,1359.0,Gaming,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.2,0
U00071,24.0,Female,Delhi,Apple,iOS,11.2,14.7,241.5,158.0,1.4,563.0,2.3,3.5,1845.0,Work,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.5,0
U00072,51.0,Female,Lucknow,Oppo,Android,11.9,47.8,21.5,68.0,4.3,7945.0,2.3,3.8,1749.0,Social Media,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.8,0
U00073,23.0,Other,Kolkata,Motorola,Android,5.2,34.6,159.3,140.0,4.3,5816.0,7.8,2.8,1406.0,Gaming,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.8,0
U00074,43.0,Other,Kolkata,Realme,Android,6.9,3.0,74.6,117.0,3.1,1883.0,5.2,1.8,108.0,Gaming,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,0
U00075,31.0,Male,Ahmedabad,Google Pixel,Android,6.8,26.2,74.5,150.0,5.1,1073.0,1.1,0.8,1393.0,Work,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,0
U00076,56.0,Female,Delhi,Oppo,Android,6.1,20.7,23.2,117.0,1.6,3672.0,3.2,2.1,430.0,Gaming,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.1,0
U00077,51.0,Female,Ahmedabad,Samsung,Android,9.2,45.9,294.0,129.0,3.7,5449.0,1.0,3.8,1222.0,Entertainment,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.8,0
U00078,19.0,Other,Kolkata,Motorola,Android,6.0,42.2,193.0,101.0,3.1,4606.0,2.2,3.9,705.0,Entertainment,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.9,0
U00079,26.0,Other,Pune,Xiaomi,Android,11.1,1.3,51.9,52.0,0.6,1308.0,4.7,1.1,1104.0,Social Media,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.1,0
U00080,28.0,Male,Chennai,Xiaomi,Android,5.7,49.5,98.2,190.0,2.1,8715.0,7.9,3.2,195.0,Gaming,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.2,0
U00081,37.0,Other,Pune,OnePlus,Android,10.5,33.0,69.0,92.0,4.0,8284.0,1.3,4.1,781.0,Work,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.1,0
U00082,42.0,Other,Lucknow,Google Pixel,Android,1.8,9.2,107.6,19.0,3.5,4648.0,3.7,0.6,1691.0,Education,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6,0
U00083,46.0,Other,Pune,Realme,Android,10.0,30.8,105.6,179.0,3.9,3003.0,4.9,2.4,472.0,Entertainment,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.4,0
U00084,52.0,Male,Jaipur,Samsung,Android,5.0,46.6,127.1,56.0,4.6,7151.0,4.1,2.2,554.0,Education,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.2,0
U00085,23.0,Female,Hyderabad,Samsung,Android,4.5,44.3,298.9,166.0,2.2,9243.0,1.2,4.4,1355.0,Entertainment,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.4,0
U00086,25.0,Female,Hyderabad,Nokia,Android,5.0,26.4,216.9,78.0,4.0,3751.0,1.7,4.4,1249.0,Entertainment,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.4,0
U00087,39.0,Female,Ahmedabad,Nokia,Android,2.4,14.6,9.5,84.0,1.6,1401.0,3.6,2.0,1081.0,Education,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
U00088,43.0,Other,Lucknow,Vivo,Android,11.4,45.5,215.1,28.0,1.1,6568.0,7.4,0.5,505.0,Social Media,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0
U00089,39.0,Male,Jaipur,Samsung,Android,8.8,40.8,237.2,190.0,2.8,5779.0,6.6,1.3,1767.0,Social Media,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.3,0
U00090,38.0,Male,Lucknow,Oppo,Android,1.8,49.9,87.3,95.0,5.2,5891.0,6.4,0.1,1401.0,Gaming,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0
U00091,46.0,Other,Lucknow,Motorola,Android,6.7,15.8,120.9,187.0,1.2,2427.0,6.4,2.5,1186.0,Gaming,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.5,0
U00092,33.0,Male,Jaipur,Vivo,Android,10.9,38.0,273.4,198.0,3.0,305.0,5.1,2.7,324.0,Education,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.7,0
U00093,51.0,Other,Delhi,Nokia,Android,10.5,28.4,182.7,86.0,1.2,1305.0,7.1,1.7,1479.0,Gaming,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.7,0
U00094,57.0,Other,Pune,Nokia,Android,10.8,39.2,28.6,126.0,4.0,526.0,4.7,1.2,1610.0,Entertainment,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.2,0
U00095,59.0,Male,Pune,Google Pixel,Android,2.3,11.6,52.3,136.0,2.9,6699.0,1.5,4.2,1239.0,Entertainment,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.2,0
U00096,21.0,Other,Kolkata,Vivo,Android,7.2,29.6,180.6,88.0,1.4,9995.0,1.1,0.4,1727.0,Gaming,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0
U00097,17.0,Other,Hyderabad,Motorola,Android,11.8,35.2,111.2,140.0,0.7,856.0,7.0,2.0,1474.0,Entertainment,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
U00098,22.0,Male,Mumbai,Google Pixel,Android,8.0,12.9,82.9,113.0,3.9,2936.0,4.7,0.0,443.0,Work,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
U00099,25.0,Male,Bangalore,Apple,iOS,1.5,25.9,24.3,62.0,4.5,9363.0,7.5,0.2,809.0,Entertainment,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0
U00100,29.0,Female,Kolkata,Motorola,Android,7.8,42.5,71.6,17.0,4.2,1972.0,3.7,3.3,990.0,Social Media,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.3,0
U00101,31.0,Female,Pune,Apple,iOS,10.9,41.1,273.4,157.0,4.2,9043.0,2.8,3.4,431.0,Education,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.4,0
U00102,39.0,Male,Pune,Apple,iOS,8.4,46.3,175.6,180.0,5.6,3881.0,7.0,0.1,1254.0,Social Media,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0
U00103,15.0,Other,Mumbai,Realme,Android,10.5,39.3,77.1,137.0,2.2,8230.0,3.1,3.1,687.0,Work,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.1,0
U00104,21.0,Male,Delhi,Apple,iOS,3.6,5.5,30.6,200.0,4.5,5214.0,7.7,3.8,1129.0,Entertainment,,Android,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.8,0
